valorPagoEmpenho,log_target,log_valorEmpenhado,log_saldoAPagar,n_pagamentos,ano_empenho,mes_empenho,trimestre,trim_2,trim_3,trim_4,elemento_cat,tipo_empenho,log_target_bc,lambda_boxcox
2716.97,7.907640557122581,7.907640557122581,0.0,2,2012,4,2,1,0,0,Aplicacoes Diretas,Ordinário,9.984307064941255,1.2623624248939125
1042.95,6.950766874575384,6.950766874575384,0.0,1,2012,8,3,0,1,0,Aplicacoes Diretas,Ordinário,8.365112719611774,1.2623624248939125
12626.12,9.443602160838521,9.443602160838521,0.0,2,2012,11,4,0,0,1,Aplicacoes Diretas,Ordinário,12.691038642322718,1.2623624248939125
26980.97,10.202924144145799,10.202924144145799,0.0,2,2013,3,1,0,0,0,Aplicacoes Diretas,Ordinário,14.073763189898953,1.2623624248939125
27619.16,10.226301219850198,10.226301219850198,0.0,2,2013,4,2,1,0,0,Aplicacoes Diretas,Ordinário,14.116773450188868,1.2623624248939125
1066.39,6.9729716952968435,6.9729716952968435,0.0,2,2013,5,2,1,0,0,Aplicacoes Diretas,Ordinário,8.402056968117693,1.2623624248939125
570.1,6.347564325670818,6.347564325670818,0.0,1,2013,5,2,1,0,0,Aplicacoes Diretas,Ordinário,7.373601766121088,1.2623624248939125
19700.37,9.888443455455276,9.888443455455276,0.0,2,2013,8,3,0,1,0,Aplicacoes Diretas,Ordinário,13.497697085663068,1.2623624248939125
744.67,6.614283143084715,6.614283143084715,0.0,1,2013,1,1,0,0,0,Aplicacoes Diretas,Ordinário,7.809104366987745,1.2623624248939125
1477.26,7.298620999433681,7.298620999433681,0.0,1,2013,1,1,0,0,0,Aplicacoes Diretas,Ordinário,8.947380313075506,1.2623624248939125
858.48,6.756327555209528,6.756327555209528,0.0,1,2013,3,1,0,0,0,Aplicacoes Diretas,Ordinário,8.042936065461149,1.2623624248939125
19889.77,9.898011084019759,9.898011084019759,0.0,2,2013,6,2,1,0,0,Aplicacoes Diretas,Ordinário,13.515153039753557,1.2623624248939125
574.49,6.355221851816356,6.355221851816356,0.0,1,2013,7,3,0,1,0,Aplicacoes Diretas,Ordinário,7.386039210136586,1.2623624248939125
744.76,6.614403832624431,6.614403832624431,0.0,1,2013,2,1,0,0,0,Aplicacoes Diretas,Ordinário,7.809302489817744,1.2623624248939125
6583.9,8.79253442803322,8.79253442803322,0.0,2,2013,12,4,0,0,1,Aplicacoes Diretas,Ordinário,11.528383951746958,1.2623624248939125
805.01,6.692096149377553,6.692096149377553,0.0,1,2013,4,2,1,0,0,Aplicacoes Diretas,Ordinário,7.9370377359450615,1.2623624248939125
3785.43,8.239178901653826,8.239178901653826,0.0,1,2013,4,2,1,0,0,Aplicacoes Diretas,Ordinário,10.557770234353102,1.2623624248939125
192.36,5.264553736395228,5.264553736395228,0.0,2,2013,6,2,1,0,0,Aplicacoes Diretas,Ordinário,5.655992505028696,1.2623624248939125
896.16,6.799234218504625,6.799234218504625,0.0,1,2013,6,2,1,0,0,Aplicacoes Diretas,Ordinário,8.113823741729107,1.2623624248939125
80.72,4.403298769949421,4.403298769949421,0.0,2,2013,6,2,1,0,0,Aplicacoes Diretas,Ordinário,4.354160456413923,1.2623624248939125
2551.18,7.844703174892712,7.844703174892712,0.0,1,2013,6,2,1,0,0,Aplicacoes Diretas,Ordinário,9.876146766520806,1.2623624248939125
24740.22,10.116225957584318,10.116225957584318,0.0,2,2013,1,1,0,0,0,Aplicacoes Diretas,Ordinário,13.914477754293817,1.2623624248939125
747.72,6.618365081849001,6.618365081849001,0.0,2,2013,6,2,1,0,0,Aplicacoes Diretas,Ordinário,7.8158057661976725,1.2623624248939125
17725.26,9.782802434910508,9.782802434910508,0.0,2,2013,7,3,0,1,0,Aplicacoes Diretas,Ordinário,13.30525232561032,1.2623624248939125
2704.75,7.903134417175256,7.903134417175256,0.0,1,2013,8,3,0,1,0,Aplicacoes Diretas,Ordinário,9.976555560994344,1.2623624248939125
13091.38,9.479785660558841,9.479785660558841,0.0,2,2013,12,4,0,0,1,Aplicacoes Diretas,Ordinário,12.756286774619515,1.2623624248939125
2483.78,7.817939403424489,7.817939403424489,0.0,1,2013,5,2,1,0,0,Aplicacoes Diretas,Ordinário,9.830221043635639,1.2623624248939125
708.24,6.564193974188788,6.564193974188788,0.0,2,2013,1,1,0,0,0,Aplicacoes Diretas,Ordinário,7.726960485543099,1.2623624248939125
3821.44,8.248644241146343,8.248644241146343,0.0,1,2013,1,1,0,0,0,Aplicacoes Diretas,Ordinário,10.574232710221164,1.2623624248939125
3835.89,8.252417421605623,8.252417421605623,0.0,1,2013,2,1,0,0,0,Aplicacoes Diretas,Ordinário,10.580796550238917,1.2623624248939125
3991.47,8.29216536597202,8.29216536597202,0.0,1,2013,3,1,0,0,0,Aplicacoes Diretas,Ordinário,10.649990023125188,1.2623624248939125
3929.31,8.276473582159536,8.276473582159536,0.0,1,2013,6,2,1,0,0,Aplicacoes Diretas,Ordinário,10.62266324727702,1.2623624248939125
2405.92,7.786103200836879,7.786103200836879,0.0,1,2013,7,3,0,1,0,Aplicacoes Diretas,Ordinário,9.775644902152948,1.2623624248939125
507.38,6.2312291994384275,6.2312291994384275,0.0,1,2013,9,3,0,1,0,Aplicacoes Diretas,Ordinário,7.1851350518613755,1.2623624248939125
380.39,5.94382247363014,5.94382247363014,0.0,1,2013,11,4,0,0,1,Aplicacoes Diretas,Ordinário,6.72350197945597,1.2623624248939125
445.24,6.100856923879179,8.40781126739041,8.30318280548325,1,2013,12,4,0,0,1,Aplicacoes Diretas,Ordinário,6.975022636472149,1.2623624248939125
23848.36,10.079512661574887,10.079512661574887,0.0,2,2013,2,1,0,0,0,Aplicacoes Diretas,Ordinário,13.847134285790892,1.2623624248939125
153.36,5.039287536669418,5.039287536669418,0.0,1,2013,1,1,0,0,0,Aplicacoes Diretas,Ordinário,5.309667943739313,1.2623624248939125
920.93,6.8264692987654865,6.8264692987654865,0.0,1,2013,9,3,0,1,0,Aplicacoes Diretas,Ordinário,8.158880796996122,1.2623624248939125
14678.88,9.594233127748176,9.594233127748176,0.0,2,2013,9,3,0,1,0,Aplicacoes Diretas,Ordinário,12.96309444574258,1.2623624248939125
380.39,5.94382247363014,5.94382247363014,0.0,1,2013,10,4,0,0,1,Aplicacoes Diretas,Ordinário,6.72350197945597,1.2623624248939125
2062.45,7.632134618223033,7.632134618223033,0.0,1,2013,10,4,0,0,1,Aplicacoes Diretas,Ordinário,9.512528797753067,1.2623624248939125
14596.44,9.588601449856387,9.588601449856387,0.0,2,2013,11,4,0,0,1,Aplicacoes Diretas,Ordinário,12.952902738159858,1.2623624248939125
2062.48,7.6321491568752515,7.6321491568752515,0.0,1,2013,11,4,0,0,1,Aplicacoes Diretas,Ordinário,9.512553577530827,1.2623624248939125
2015.21,7.608974790432955,7.608974790432955,0.0,1,2013,11,4,0,0,1,Aplicacoes Diretas,Ordinário,9.473070764670105,1.2623624248939125
2453.76,7.805784275775698,7.805784275775698,0.0,1,2013,9,3,0,1,0,Aplicacoes Diretas,Ordinário,9.809376866024515,1.2623624248939125
17175.28,9.751284641242233,9.751284641242233,0.0,2,2013,5,2,1,0,0,Aplicacoes Diretas,Ordinário,13.247942059530018,1.2623624248939125
684.89,6.530717265014245,6.530717265014245,0.0,1,2013,8,3,0,1,0,Aplicacoes Diretas,Ordinário,7.672151792703275,1.2623624248939125
13740.63,9.528185190472321,9.528185190472321,0.0,2,2013,10,4,0,0,1,Aplicacoes Diretas,Ordinário,12.843665716168047,1.2623624248939125
7042.38,8.859843447570777,8.859843447570777,0.0,1,2013,6,2,1,0,0,Aplicacoes Diretas,Ordinário,11.647565333481923,1.2623624248939125
609.75,6.41468771013785,6.41468771013785,0.0,1,2013,12,4,0,0,1,Aplicacoes Diretas,Ordinário,7.482757931770023,1.2623624248939125
433.62,6.07447208609159,6.07447208609159,0.0,2,2014,1,1,0,0,0,Aplicacoes Diretas,Ordinário,6.9326422655673525,1.2623624248939125
13148.39,9.484130648697262,9.484130648697262,0.0,2,2014,3,1,0,0,0,Aplicacoes Diretas,Ordinário,12.764126302908824,1.2623624248939125
956.06,6.863866085412412,6.863866085412412,0.0,2,2014,4,2,1,0,0,Aplicacoes Diretas,Ordinário,8.220825985403248,1.2623624248939125
6734.68,8.815174048855477,8.815174048855477,0.0,1,2014,6,2,1,0,0,Aplicacoes Diretas,Ordinário,11.56844439807627,1.2623624248939125
11114.03,9.316053525449986,9.316053525449986,0.0,2,2014,9,3,0,1,0,Aplicacoes Diretas,Ordinário,12.461559841425684,1.2623624248939125
512.76,6.2417562303412035,6.2417562303412035,0.0,1,2014,3,1,0,0,0,Aplicacoes Diretas,Ordinário,7.20215147921291,1.2623624248939125
2116.28,7.65788752502474,7.65788752502474,0.0,1,2014,4,2,1,0,0,Aplicacoes Diretas,Ordinário,9.556441629295694,1.2623624248939125
513.2,6.2426122948317895,6.2426122948317895,0.0,1,2014,4,2,1,0,0,Aplicacoes Diretas,Ordinário,7.203535596579492,1.2623624248939125
12133.72,9.403826044140894,9.403826044140894,0.0,2,2014,7,3,0,1,0,Aplicacoes Diretas,Ordinário,12.61938775190914,1.2623624248939125
2406.73,7.786439673896247,7.786439673896247,0.0,1,2014,9,3,0,1,0,Aplicacoes Diretas,Ordinário,9.776221405291995,1.2623624248939125
5087.45,8.534728544505297,8.534728544505297,0.0,2,2014,12,4,0,0,1,Aplicacoes Diretas,Ordinário,11.074121373567635,1.2623624248939125
353.49,5.8706801368295976,5.8706801368295976,0.0,1,2014,7,3,0,1,0,Aplicacoes Diretas,Ordinário,6.606941627306177,1.2623624248939125
12133.72,9.403826044140894,9.403826044140894,0.0,2,2014,10,4,0,0,1,Aplicacoes Diretas,Ordinário,12.61938775190914,1.2623624248939125
353.49,5.8706801368295976,5.8706801368295976,0.0,1,2014,10,4,0,0,1,Aplicacoes Diretas,Ordinário,6.606941627306177,1.2623624248939125
13153.94,9.484552632460572,9.484552632460572,0.0,2,2014,4,2,1,0,0,Aplicacoes Diretas,Ordinário,12.764887725426785,1.2623624248939125
12562.4,9.438543104026326,9.438543104026326,0.0,2,2014,6,2,1,0,0,Aplicacoes Diretas,Ordinário,12.68192108466827,1.2623624248939125
12438.46,9.428628956990872,9.428628956990872,0.0,2,2014,2,1,0,0,0,Aplicacoes Diretas,Ordinário,12.664057281524798,1.2623624248939125
2115.08,7.657320599446881,7.657320599446881,0.0,1,2014,3,1,0,0,0,Aplicacoes Diretas,Ordinário,9.555474512756685,1.2623624248939125
2627.55,7.874187642334622,7.874187642334622,0.0,1,2014,10,4,0,0,1,Aplicacoes Diretas,Ordinário,9.926788717567842,1.2623624248939125
11383.09,9.339972045571185,9.339972045571185,0.0,2,2014,12,4,0,0,1,Aplicacoes Diretas,Ordinário,12.504530351712596,1.2623624248939125
385.27,5.956536606806695,5.956536606806695,0.0,1,2014,1,1,0,0,0,Aplicacoes Diretas,Ordinário,6.743801899512888,1.2623624248939125
1780.5,7.4852109850458906,7.4852109850458906,0.0,1,2014,1,1,0,0,0,Aplicacoes Diretas,Ordinário,9.262746624669251,1.2623624248939125
455.97,6.124617743225221,6.124617743225221,0.0,1,2014,1,1,0,0,0,Aplicacoes Diretas,Ordinário,7.013229384416084,1.2623624248939125
2627.55,7.874187642334622,7.874187642334622,0.0,1,2014,8,3,0,1,0,Aplicacoes Diretas,Ordinário,9.926788717567842,1.2623624248939125
353.49,5.8706801368295976,5.8706801368295976,0.0,1,2014,8,3,0,1,0,Aplicacoes Diretas,Ordinário,6.606941627306177,1.2623624248939125
13409.13,9.503765670486752,9.503765670486752,0.0,2,2014,1,1,0,0,0,Aplicacoes Diretas,Ordinário,12.79956491458931,1.2623624248939125
11383.08,9.339971167151884,9.339971167151884,0.0,2,2014,11,4,0,0,1,Aplicacoes Diretas,Ordinário,12.504528773069032,1.2623624248939125
271.91,5.60914207050208,5.60914207050208,0.0,1,2014,11,4,0,0,1,Aplicacoes Diretas,Ordinário,6.193288952927316,1.2623624248939125
2119.22,7.659275135866857,7.659275135866857,0.0,1,2014,5,2,1,0,0,Aplicacoes Diretas,Ordinário,9.558808829468864,1.2623624248939125
492.67,6.201867277771356,6.201867277771356,0.0,1,2014,5,2,1,0,0,Aplicacoes Diretas,Ordinário,7.13771282778467,1.2623624248939125
2627.55,7.874187642334622,7.874187642334622,0.0,1,2014,7,3,0,1,0,Aplicacoes Diretas,Ordinário,9.926788717567842,1.2623624248939125
271.91,5.60914207050208,5.60914207050208,0.0,1,2014,9,3,0,1,0,Aplicacoes Diretas,Ordinário,6.193288952927316,1.2623624248939125
155.77,5.05477976308044,5.05477976308044,0.0,1,2014,4,2,1,0,0,Aplicacoes Diretas,Ordinário,5.3333578904965835,1.2623624248939125
674.27,6.515112610893857,6.515112610893857,0.0,1,2014,6,2,1,0,0,Aplicacoes Diretas,Ordinário,7.6466287157332475,1.2623624248939125
12133.72,9.403826044140894,9.403826044140894,0.0,2,2014,8,3,0,1,0,Aplicacoes Diretas,Ordinário,12.61938775190914,1.2623624248939125
1961.34,7.581892917670501,7.581892917670501,0.0,1,2014,2,1,0,0,0,Aplicacoes Diretas,Ordinário,9.426970591102807,1.2623624248939125
13404.16,9.503394986443663,9.503394986443663,0.0,2,2014,5,2,1,0,0,Aplicacoes Diretas,Ordinário,12.798895700984449,1.2623624248939125
1936.94,7.569380832219126,7.569380832219126,0.0,1,2014,6,2,1,0,0,Aplicacoes Diretas,Ordinário,9.405686444937432,1.2623624248939125
2605.12,7.865617804207135,7.865617804207135,0.0,1,2015,12,4,0,0,1,Aplicacoes Diretas,Ordinário,9.912064192028033,1.2623624248939125
2880.9,7.966205077831172,7.966205077831172,0.0,1,2015,12,4,0,0,1,Aplicacoes Diretas,Ordinário,10.085155537353387,1.2623624248939125
22083.79,10.002644415269096,10.002644415269096,0.0,2,2015,1,1,0,0,0,Aplicacoes Diretas,Ordinário,13.706342832022942,1.2623624248939125
8280.33,9.02175886249933,9.02175886249933,0.0,2,2015,2,1,0,0,0,Aplicacoes Diretas,Ordinário,11.935233945130754,1.2623624248939125
5841.09,8.672843888512006,8.672843888512006,0.0,2,2015,12,4,0,0,1,Aplicacoes Diretas,Ordinário,11.317044275086259,1.2623624248939125
374.25,5.927592470513571,5.927592470513571,0.0,1,2015,3,1,0,0,0,Aplicacoes Diretas,Ordinário,6.697605024881758,1.2623624248939125
4361.65,8.380834949873723,8.380834949873723,0.0,1,2015,8,3,0,1,0,Aplicacoes Diretas,Ordinário,10.80465992412641,1.2623624248939125
13767.71,9.530153905417064,9.530153905417064,0.0,2,2015,9,3,0,1,0,Aplicacoes Diretas,Ordinário,12.847222439599712,1.2623624248939125
9159.9,9.122699706116748,9.122699706116748,0.0,2,2015,3,1,0,0,0,Aplicacoes Diretas,Ordinário,12.115259711566829,1.2623624248939125
407.93,6.013543992250861,6.013543992250861,0.0,1,2015,9,3,0,1,0,Aplicacoes Diretas,Ordinário,6.834961834891981,1.2623624248939125
16809.83,9.729778600555541,9.729778600555541,0.0,2,2015,4,2,1,0,0,Aplicacoes Diretas,Ordinário,13.208864503895999,1.2623624248939125
79.16,4.384024637336554,4.384024637336554,0.0,2,2015,5,2,1,0,0,Aplicacoes Diretas,Ordinário,4.325740178216113,1.2623624248939125
407.93,6.013543992250861,6.013543992250861,0.0,1,2015,8,3,0,1,0,Aplicacoes Diretas,Ordinário,6.834961834891981,1.2623624248939125
348.02,5.855129227150725,5.855129227150725,0.0,1,2015,12,4,0,0,1,Aplicacoes Diretas,Ordinário,6.582208460873787,1.2623624248939125
2981.39,8.00048027148136,8.00048027148136,0.0,1,2015,10,4,0,0,1,Aplicacoes Diretas,Ordinário,10.144268025085973,1.2623624248939125
327.6,5.794841205603168,5.794841205603168,0.0,1,2015,4,2,1,0,0,Aplicacoes Diretas,Ordinário,6.486485689566308,1.2623624248939125
18305.9,9.81503331694466,9.81503331694466,0.0,2,2015,5,2,1,0,0,Aplicacoes Diretas,Ordinário,13.36390935261482,1.2623624248939125
18305.9,9.81503331694466,9.81503331694466,0.0,2,2015,6,2,1,0,0,Aplicacoes Diretas,Ordinário,13.36390935261482,1.2623624248939125
3964.14,8.285296442398943,8.285296442398943,0.0,1,2015,7,3,0,1,0,Aplicacoes Diretas,Ordinário,10.638026325407482,1.2623624248939125
374.25,5.927592470513571,5.927592470513571,0.0,1,2015,4,2,1,0,0,Aplicacoes Diretas,Ordinário,6.697605024881758,1.2623624248939125
1512.88,7.322431170618355,7.322431170618355,0.0,2,2015,4,2,1,0,0,Aplicacoes Diretas,Ordinário,8.987506707567332,1.2623624248939125
3964.14,8.285296442398943,8.285296442398943,0.0,1,2015,5,2,1,0,0,Aplicacoes Diretas,Ordinário,10.638026325407482,1.2623624248939125
407.93,6.013543992250861,6.013543992250861,0.0,1,2015,6,2,1,0,0,Aplicacoes Diretas,Ordinário,6.834961834891981,1.2623624248939125
407.93,6.013543992250861,6.013543992250861,0.0,1,2015,7,3,0,1,0,Aplicacoes Diretas,Ordinário,6.834961834891981,1.2623624248939125
20141.58,9.91059126134509,9.91059126134509,0.0,2,2015,8,3,0,1,0,Aplicacoes Diretas,Ordinário,13.5381120686185,1.2623624248939125
2981.39,8.00048027148136,8.00048027148136,0.0,1,2015,9,3,0,1,0,Aplicacoes Diretas,Ordinário,10.144268025085973,1.2623624248939125
611.9,6.418201790491686,6.418201790491686,0.0,1,2015,12,4,0,0,1,Aplicacoes Diretas,Ordinário,7.488480822038881,1.2623624248939125
15694.48,9.661128051796616,9.661128051796616,0.0,2,2015,12,4,0,0,1,Aplicacoes Diretas,Ordinário,13.084274774707904,1.2623624248939125
374.25,5.927592470513571,5.927592470513571,0.0,1,2015,2,1,0,0,0,Aplicacoes Diretas,Ordinário,6.697605024881758,1.2623624248939125
18305.9,9.81503331694466,9.81503331694466,0.0,2,2015,7,3,0,1,0,Aplicacoes Diretas,Ordinário,13.36390935261482,1.2623624248939125
14498.41,9.581863237925647,9.581863237925647,0.0,2,2015,10,4,0,0,1,Aplicacoes Diretas,Ordinário,12.940710587667358,1.2623624248939125
407.93,6.013543992250861,6.013543992250861,0.0,1,2015,10,4,0,0,1,Aplicacoes Diretas,Ordinário,6.834961834891981,1.2623624248939125
407.93,6.013543992250861,6.013543992250861,0.0,1,2015,11,4,0,0,1,Aplicacoes Diretas,Ordinário,6.834961834891981,1.2623624248939125
400.39,5.9949335232467265,5.9949335232467265,0.0,1,2015,1,1,0,0,0,Aplicacoes Diretas,Ordinário,6.8051769860294264,1.2623624248939125
3964.14,8.285296442398943,8.285296442398943,0.0,1,2015,6,2,1,0,0,Aplicacoes Diretas,Ordinário,10.638026325407482,1.2623624248939125
7992.9,8.98643402981099,8.98643402981099,0.0,1,2015,6,2,1,0,0,Aplicacoes Diretas,Ordinário,11.872357310503292,1.2623624248939125
13303.69,9.49587188362889,9.49587188362889,0.0,2,2015,11,4,0,0,1,Aplicacoes Diretas,Ordinário,12.78531536438921,1.2623624248939125
2880.9,7.966205077831172,7.966205077831172,0.0,1,2015,11,4,0,0,1,Aplicacoes Diretas,Ordinário,10.085155537353387,1.2623624248939125
50132.28,10.822440337999414,10.822440337999414,0.0,3,2016,7,3,0,1,0,Aplicacoes Diretas,Ordinário,15.222180526261587,1.2623624248939125
33185.63,10.409902362951419,10.409902362951419,0.0,2,2016,10,4,0,0,1,Aplicacoes Diretas,Ordinário,14.455465322933337,1.2623624248939125
28949.32,10.273336536480638,10.273336536480638,0.0,2,2016,1,1,0,0,0,Aplicacoes Diretas,Ordinário,14.203389415329006,1.2623624248939125
730.71,6.595384260599929,6.595384260599929,0.0,1,2016,1,1,0,0,0,Aplicacoes Diretas,Ordinário,7.778091847605773,1.2623624248939125
24066.92,10.088635112419146,10.088635112419146,0.0,2,2016,10,4,0,0,1,Aplicacoes Diretas,Ordinário,13.863861665240423,1.2623624248939125
3355.41,8.118627229374148,8.118627229374148,0.0,2,2016,2,1,0,0,0,Aplicacoes Diretas,Ordinário,10.348537626622578,1.2623624248939125
806.4,6.693819208418841,6.693819208418841,0.0,1,2016,9,3,0,1,0,Aplicacoes Diretas,Ordinário,7.939875075548428,1.2623624248939125
1002.65,6.911398633896936,6.911398633896936,0.0,1,2016,2,1,0,0,0,Aplicacoes Diretas,Ordinário,8.299688205580237,1.2623624248939125
37445.96,10.530680810750638,10.530680810750638,0.0,2,2016,4,2,1,0,0,Aplicacoes Diretas,Ordinário,14.679125073288505,1.2623624248939125
1364.29,7.2191221392663145,7.2191221392663145,0.0,1,2016,1,1,0,0,0,Aplicacoes Diretas,Ordinário,8.813652978097986,1.2623624248939125
111767.3,11.624183257458135,11.624183257458135,0.0,2,2016,3,1,0,0,0,Aplicacoes Diretas,Ordinário,16.734103116062148,1.2623624248939125
156.7,5.060694493968993,5.060694493968993,0.0,1,2016,6,2,1,0,0,Aplicacoes Diretas,Ordinário,5.342407433633785,1.2623624248939125
2712.95,7.906160417233215,7.906160417233215,0.0,1,2016,1,1,0,0,0,Aplicacoes Diretas,Ordinário,9.98176078665748,1.2623624248939125
730.7,6.595370593889984,6.595370593889984,0.0,1,2016,2,1,0,0,0,Aplicacoes Diretas,Ordinário,7.778069429357248,1.2623624248939125
43841.81,10.688366016283119,10.688366016283119,0.0,3,2016,2,1,0,0,0,Aplicacoes Diretas,Ordinário,14.972143027607064,1.2623624248939125
62938.81,11.049934151865827,11.049934151865827,0.0,2,2016,1,1,0,0,0,Aplicacoes Diretas,Ordinário,15.648296154439384,1.2623624248939125
19822.01,9.894598663154595,9.894598663154595,0.0,2,2016,7,3,0,1,0,Aplicacoes Diretas,Ordinário,13.508926635474802,1.2623624248939125
1353.37,7.211091680544077,7.211091680544077,0.0,2,2016,8,3,0,1,0,Aplicacoes Diretas,Ordinário,8.800166113288537,1.2623624248939125
20000.0,9.90353755128617,9.90353755128617,0.0,1,2016,10,4,0,0,1,Aplicacoes Diretas,Ordinário,13.52523799038189,1.2623624248939125
23018.96,10.044116944654903,10.044116944654903,0.0,2,2016,9,3,0,1,0,Aplicacoes Diretas,Ordinário,13.782268563205763,1.2623624248939125
21952.55,9.996684136633524,9.996684136633524,0.0,2,2016,9,3,0,1,0,Aplicacoes Diretas,Ordinário,13.695437844796642,1.2623624248939125
6726.99,8.814031715325877,8.814031715325877,0.0,1,2016,7,3,0,1,0,Aplicacoes Diretas,Ordinário,11.56642240990756,1.2623624248939125
686.87,6.533599866591012,6.533599866591012,0.0,1,2016,5,2,1,0,0,Aplicacoes Diretas,Ordinário,7.6768683474115305,1.2623624248939125
